1#175349.22404393714
10#172654.35708670047
11#172725.03591559414
12#171548.367995681
13#168680.28120935216
14#171438.98795952165
15#172059.85742735703
16#170919.2717423921
17#173268.969337934
18#170275.09246348543
19#169704.4285093647
2#170897.66892070408
20#169724.76346313112
21#170928.00870438418
22#174397.70451639057
23#169749.2293241171
24#169502.0552525746
25#171462.73752296172
26#167869.00814959078
27#170994.6415258836
28#172306.8941703879
29#166518.47991513016
3#166899.19721357027
30#169258.36067578758
4#170017.631308905
5#176051.68903174312
6#171094.09133965705
7#169725.89910997727
8#173073.26469245937
9#170032.50597022296
