Step,TotalDoado,nivelCompartilhamento,fairness,satisfaction,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
1,2815.0,0.4691666666666667,-0.38333333333333336,-0.6666666666666666,89063.50235993642,6000.0,0.7632863340563991,60,Transitive FD-NoF,0.75,0.95,0.05,24
2,1476.0,0.246,0.12571474646316658,-0.5333333333333333,89063.50235993642,6000.0,0.4081858407079646,60,Transitive FD-NoF,0.75,0.95,0.05,24
3,3407.999999999999,0.5679999999999998,0.8506745119456329,-0.43333333333333335,89063.50235993642,6000.0,0.9670828603859251,60,Transitive FD-NoF,0.75,0.95,0.05,24
4,2411.000000000001,0.4018333333333335,1.2743822944046528,-0.39999999999999997,89063.50235993642,6000.0,0.6691645850679989,60,Transitive FD-NoF,0.75,0.95,0.05,24
5,792.0,0.132,1.4278545485407887,-0.33333333333333326,89063.50235993642,6000.0,0.22006112809113643,60,Transitive FD-NoF,0.75,0.95,0.05,24
6,2527.0000000000027,0.42116666666666713,2.0357965822939303,-0.29999999999999993,89063.50235993642,6000.0,0.7224128073184677,60,Transitive FD-NoF,0.75,0.95,0.05,24
7,3292.0,0.5486666666666666,2.741836793979864,-0.27236723672367236,89063.50235993642,6000.0,1.6455995274660367,60,Transitive FD-NoF,0.75,0.95,0.05,24
8,2049.9999999999936,0.3416666666666656,2.978117437854588,-0.23903390339033917,89063.50235993642,6000.0,0.6408252578930916,60,Transitive FD-NoF,0.75,0.95,0.05,24
9,2776.000000000033,0.4626666666666722,2.936507682276153,-0.17236723672367216,89063.50235993642,6000.0,0.8093294460641399,60,Transitive FD-NoF,0.75,0.95,0.05,24
10,1495.0000000000005,0.24916666666666673,2.9730053448670044,-0.17236723672367216,89063.50235993642,6000.0,0.40625,60,Transitive FD-NoF,0.75,0.95,0.05,24
11,1604.9999999999918,0.26749999999999863,2.7463059855457437,-0.13903390339033883,89063.50235993642,6000.0,0.47122724603640637,60,Transitive FD-NoF,0.75,0.95,0.05,24
12,1594.9999999999993,0.2658333333333332,2.8859595773814255,-0.13903390339033883,89063.50235993642,6000.0,0.47969924812030074,60,Transitive FD-NoF,0.75,0.95,0.05,24
13,694.9999999999974,0.1158333333333329,2.9619552964043434,-0.039033903390338826,89063.50235993642,6000.0,0.20617027588252743,60,Transitive FD-NoF,0.75,0.95,0.05,24
14,1669.9999999999898,0.2783333333333316,3.0721277123851807,-0.0057005700570056436,89063.50235993642,6000.0,0.48363741673906746,60,Transitive FD-NoF,0.75,0.95,0.05,24
15,1961.0000000000073,0.32683333333333453,2.978917969774565,-0.005700570057005709,89063.50235993642,6000.0,0.6435838529701345,60,Transitive FD-NoF,0.75,0.95,0.05,24
16,2675.999999999993,0.44599999999999884,2.7600394739159304,0.027632763276327466,89063.50235993642,6000.0,0.802158273381295,60,Transitive FD-NoF,0.75,0.95,0.05,24
17,2093.0,0.34883333333333333,2.7821153676629153,0.02763276327632747,89063.50235993642,6000.0,0.6795454545454546,60,Transitive FD-NoF,0.75,0.95,0.05,24
18,544.99999999999,0.09083333333333167,2.8079219992932223,0.060966096609660875,89063.50235993642,6000.0,0.1630272210589291,60,Transitive FD-NoF,0.75,0.95,0.05,24
19,2758.0000000000214,0.4596666666666702,2.891018048099066,0.060966096609661014,89063.50235993642,6000.0,0.8201011002081475,60,Transitive FD-NoF,0.75,0.95,0.05,24
20,629.0000000000039,0.10483333333333397,2.868121989659712,0.06096609660966125,89063.50235993642,6000.0,0.17894736842105263,60,Transitive FD-NoF,0.75,0.95,0.05,24
21,507.00000000000045,0.08450000000000008,2.69030974507918,0.06096609660966126,89063.50235993642,6000.0,0.1424557459960663,60,Transitive FD-NoF,0.75,0.95,0.05,24
22,2462.0000000000373,0.41033333333333954,2.692694763709819,0.06096609660966131,89063.50235993642,6000.0,0.6896358543417367,60,Transitive FD-NoF,0.75,0.95,0.05,24
23,2510.3963083230046,0.41839938472050076,2.721467427538937,0.05709356773432364,89063.50235993642,6000.0,0.9950693374422188,60,Transitive FD-NoF,0.75,0.95,0.05,24
24,910.8493723849326,0.15180822873082211,2.6827169417293657,0.05727362983918043,89063.50235993642,6000.0,0.2542841348811498,60,Transitive FD-NoF,0.75,0.95,0.05,24
25,1371.0000000000107,0.22850000000000179,2.6092072021988884,0.09061434291836766,89063.50235993642,6000.0,0.44154589371980674,60,Transitive FD-NoF,0.75,0.95,0.05,24
26,983.0000000000134,0.16383333333333558,2.569426642512855,0.09092052189405658,89063.50235993642,6000.0,0.3107809042048688,60,Transitive FD-NoF,0.75,0.95,0.05,24
27,1151.2003286026772,0.19186672143377953,2.4872464081283967,0.12272469319390407,89063.50235993642,6000.0,0.6003184713375797,60,Transitive FD-NoF,0.75,0.95,0.05,24
28,1903.3412306295986,0.31722353843826645,2.5473778204577013,0.12221322708842101,89063.50235993642,6000.0,0.6824364281490243,60,Transitive FD-NoF,0.75,0.95,0.05,24
29,1539.412440836975,0.2565687401394958,2.5656505298311156,0.11142681674143319,89063.50235993642,6000.0,2.246775288526816,60,Transitive FD-NoF,0.75,0.95,0.05,24
30,1037.2827922957913,0.17288046538263188,2.5864744200967746,0.11088503053168021,89063.50235993642,6000.0,0.41987577639751555,60,Transitive FD-NoF,0.75,0.95,0.05,24
31,2048.5976874690027,0.3414329479115005,2.6562537692443287,0.108498568889559,89063.50235993642,6000.0,1.0800481492627143,60,Transitive FD-NoF,0.75,0.95,0.05,24
32,1915.554098492396,0.31925901641539933,2.704762159449289,0.13806697916049365,89063.50235993642,6000.0,0.9799932180400136,60,Transitive FD-NoF,0.75,0.95,0.05,24
33,1799.4065204728315,0.29990108674547195,2.7386507972591128,0.1334524441978097,89063.50235993642,6000.0,1.0368281353682813,60,Transitive FD-NoF,0.75,0.95,0.05,24
34,915.1732133569527,0.15252886889282546,2.7567989698746493,0.16636818449778662,89063.50235993642,6000.0,0.41792970009674296,60,Transitive FD-NoF,0.75,0.95,0.05,24
35,905.9901789689002,0.15099836316148335,2.7668151184632603,0.16624008471822532,89063.50235993642,6000.0,0.3455617425483131,60,Transitive FD-NoF,0.75,0.95,0.05,24
36,1740.7486375483059,0.29012477292471767,2.80089975816006,0.15265770371721768,89063.50235993642,6000.0,4.1374627360053,60,Transitive FD-NoF,0.75,0.95,0.05,24
37,695.1471571906353,0.11585785953177255,2.7994993906846886,0.18527760716038005,89063.50235993642,6000.0,0.486905916585839,60,Transitive FD-NoF,0.75,0.95,0.05,24
38,1156.0023148148148,0.1926670524691358,2.8109452941172304,0.21181690665550768,89063.50235993642,6000.0,1.2808290155440414,60,Transitive FD-NoF,0.75,0.95,0.05,24
39,942.5779059949341,0.15709631766582235,2.820093645703363,0.20970572154403225,89063.50235993642,6000.0,0.766016713091922,60,Transitive FD-NoF,0.75,0.95,0.05,24
40,727.8079249848756,0.1213013208308126,2.821506988424647,0.20816145883995946,89063.50235993642,6000.0,0.43842530282637954,60,Transitive FD-NoF,0.75,0.95,0.05,24
41,697.0000000000002,0.11616666666666671,2.8012169002263962,0.20843133454988289,89063.50235993642,6000.0,0.2378129117259552,60,Transitive FD-NoF,0.75,0.95,0.05,24
42,525.7678146918988,0.08762796911531646,2.7962238551844427,0.2072209986563993,89063.50235993642,6000.0,0.3114311431143114,60,Transitive FD-NoF,0.75,0.95,0.05,24
43,688.304910998093,0.11471748516634883,2.7836156471412807,0.20391130508937447,89063.50235993642,6000.0,0.7978690065810091,60,Transitive FD-NoF,0.75,0.95,0.05,24
44,542.0,0.09033333333333333,2.7877793370930717,0.2033195487341618,89063.50235993642,6000.0,0.31109022556390975,60,Transitive FD-NoF,0.75,0.95,0.05,24
45,969.0000000000003,0.16150000000000006,2.813544277311382,0.20152045512487113,89063.50235993642,6000.0,0.9247416020671835,60,Transitive FD-NoF,0.75,0.95,0.05,24
46,724.1825916230368,0.12069709860383947,2.816052693756052,0.23192913925736983,89063.50235993642,6000.0,1.044151565074135,60,Transitive FD-NoF,0.75,0.95,0.05,24
47,335.49999999999966,0.05591666666666661,2.814179805739298,0.2316756040977007,89063.50235993642,6000.0,0.23696534498907273,60,Transitive FD-NoF,0.75,0.95,0.05,24
48,700.4999999999997,0.11674999999999994,2.820202862877437,0.22947359366588133,89063.50235993642,6000.0,0.5421268538971284,60,Transitive FD-NoF,0.75,0.95,0.05,24
49,557.3076923076922,0.09288461538461536,2.8204171117279455,0.26273495754820997,89063.50235993642,6000.0,0.22183871979918418,60,Transitive FD-NoF,0.75,0.95,0.05,24
50,681.3587204028183,0.11355978673380306,2.795419189296852,0.26228625896424657,89063.50235993642,6000.0,0.30227552275522757,60,Transitive FD-NoF,0.75,0.95,0.05,24
51,679.0786034314829,0.11317976723858048,2.773234990187624,0.2944064841109112,89063.50235993642,6000.0,0.6448321263989467,60,Transitive FD-NoF,0.75,0.95,0.05,24
52,449.1428571428571,0.07485714285714286,2.7402859564817135,0.3276967268393118,89063.50235993642,6000.0,0.29964221824686943,60,Transitive FD-NoF,0.75,0.95,0.05,24
53,408.0,0.068,2.733195778333703,0.3278171410203722,89063.50235993642,6000.0,0.20366277233975372,60,Transitive FD-NoF,0.75,0.95,0.05,24
54,648.0615351476238,0.10801025585793729,2.7572160817170968,0.3604809536144733,89063.50235993642,6000.0,0.43811576354679804,60,Transitive FD-NoF,0.75,0.95,0.05,24
55,644.0,0.10733333333333334,2.7585280032614006,0.3538398428497404,89063.50235993642,6000.0,1.8975105075978014,60,Transitive FD-NoF,0.75,0.95,0.05,24
56,663.9999999999998,0.11066666666666664,2.762499570240935,0.35225209942994146,89063.50235993642,6000.0,0.7866831072749692,60,Transitive FD-NoF,0.75,0.95,0.05,24
57,452.9677419354839,0.07549462365591399,2.76674930261841,0.35226920166390735,89063.50235993642,6000.0,0.23341375150784077,60,Transitive FD-NoF,0.75,0.95,0.05,24
58,550.0,0.09166666666666666,2.7685092017900947,0.3516331928790696,89063.50235993642,6000.0,0.48489616110761485,60,Transitive FD-NoF,0.75,0.95,0.05,24
59,741.0981709593132,0.12351636182655219,2.772108434136806,0.35088673419317273,89063.50235993642,6000.0,0.5650284185891007,60,Transitive FD-NoF,0.75,0.95,0.05,24
60,766.0,0.12766666666666668,2.7718079441517665,0.3460104583228273,89063.50235993642,6000.0,0.796849887495982,60,Transitive FD-NoF,0.75,0.95,0.05,24
61,601.0,0.10016666666666667,2.776490986895428,0.344482917796134,89063.50235993642,6000.0,0.523841059602649,60,Transitive FD-NoF,0.75,0.95,0.05,24
62,306.0,0.051,2.761770431965553,0.3443713465848552,89063.50235993642,6000.0,0.29244031830238726,60,Transitive FD-NoF,0.75,0.95,0.05,24
63,684.632222222222,0.11410537037037034,2.763976165916261,0.3416364295043444,89063.50235993642,6000.0,1.25,60,Transitive FD-NoF,0.75,0.95,0.05,24
64,621.5384615384614,0.10358974358974357,2.7689548003247726,0.34139706242045437,89063.50235993642,6000.0,0.2773578705225107,60,Transitive FD-NoF,0.75,0.95,0.05,24
65,441.9998463356973,0.07366664105594956,2.7730442303447496,0.3412514677836466,89063.50235993642,6000.0,0.4098155673648015,60,Transitive FD-NoF,0.75,0.95,0.05,24
66,532.5,0.08875,2.7731239075180016,0.340368892428569,89063.50235993642,6000.0,0.4740528494110156,60,Transitive FD-NoF,0.75,0.95,0.05,24
67,471.0756201810482,0.07851260336350803,2.77642811323541,0.37336506291429733,89063.50235993642,6000.0,0.5444408002623811,60,Transitive FD-NoF,0.75,0.95,0.05,24
68,451.9999999999998,0.0753333333333333,2.784199002792654,0.373480016040319,89063.50235993642,6000.0,0.21348314606741572,60,Transitive FD-NoF,0.75,0.95,0.05,24
69,365.0000000000001,0.06083333333333335,2.79084042077713,0.37341638678948735,89063.50235993642,6000.0,0.31047992164544563,60,Transitive FD-NoF,0.75,0.95,0.05,24
70,337.0,0.05616666666666666,2.7913637690941044,0.3729680511669797,89063.50235993642,6000.0,0.3082010582010582,60,Transitive FD-NoF,0.75,0.95,0.05,24
71,400.0,0.06666666666666667,2.7924558289793966,0.3723425169260997,89063.50235993642,6000.0,0.5844290657439446,60,Transitive FD-NoF,0.75,0.95,0.05,24
72,493.0,0.08216666666666667,2.7948822987705646,0.37092236444956705,89063.50235993642,6000.0,0.7729709035222052,60,Transitive FD-NoF,0.75,0.95,0.05,24
73,466.9999999999998,0.0778333333333333,2.7809113044525535,0.37021736806958977,89063.50235993642,6000.0,0.711340206185567,60,Transitive FD-NoF,0.75,0.95,0.05,24
74,501.57142857142844,0.08359523809523807,2.7808219052280547,0.36883759439699026,89063.50235993642,6000.0,0.7721518987341772,60,Transitive FD-NoF,0.75,0.95,0.05,24
