Step,TotalDoado,nivelCompartilhamento,fairness,satisfaction,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
1,1369.9999999999998,0.4566666666666666,-0.2833333333333333,-0.4831955522462645,44791.87070160701,3000.0,2.5525547445255476,60,FD-NoF,0.75,0.95,0.05,11
2,1187.0,0.39566666666666667,1.6364927412654675,-0.3011958594410219,44791.87070160701,3000.0,1.7245155855096883,60,FD-NoF,0.75,0.95,0.05,11
3,1154.0,0.38466666666666666,4.625201764330936,-0.23859667014227273,44791.87070160701,3000.0,3.4991334488734833,60,FD-NoF,0.75,0.95,0.05,11
4,1149.0,0.383,5.701319112317649,-0.01841046739860587,44791.87070160701,3000.0,2.5735422106179286,60,FD-NoF,0.75,0.95,0.05,11
5,1170.0,0.39,5.93768348396544,-0.011795932281305469,44791.87070160701,3000.0,1.164957264957265,60,FD-NoF,0.75,0.95,0.05,11
6,1079.9999999999998,0.35999999999999993,3.67839434636057,0.029129113435693667,44791.87070160701,3000.0,2.8787037037037035,60,FD-NoF,0.75,0.95,0.05,11
7,1118.0,0.37266666666666665,2.9555882223678553,0.1319758498166383,44791.87070160701,3000.0,5.638640429338103,60,FD-NoF,0.75,0.95,0.05,11
8,908.9999999999998,0.30299999999999994,2.95133971607789,0.3134671178406511,44791.87070160701,3000.0,2.964968152866242,60,FD-NoF,0.75,0.95,0.05,11
9,1006.9999999999999,0.3356666666666666,2.8402773489771906,0.4073648558876491,44791.87070160701,3000.0,3.3296921549155907,60,FD-NoF,0.75,0.95,0.05,11
10,1160.0,0.38666666666666666,2.924854437728629,0.4119893980178001,44791.87070160701,3000.0,1.7025862068965518,60,FD-NoF,0.75,0.95,0.05,11
11,1034.0,0.3446666666666667,3.0158378115363154,0.40877651025018047,44791.87070160701,3000.0,2.1595744680851063,60,FD-NoF,0.75,0.95,0.05,11
12,949.0,0.31633333333333336,2.943915267220389,0.4044818341507765,44791.87070160701,3000.0,2.338250790305585,60,FD-NoF,0.75,0.95,0.05,11
13,1014.0000000000002,0.3380000000000001,2.977687395707179,0.4075299164490145,44791.87070160701,3000.0,1.319526627218935,60,FD-NoF,0.75,0.95,0.05,11
14,1067.0,0.3556666666666667,4.299772030721474,0.4089266320119076,44791.87070160701,3000.0,2.14058106841612,60,FD-NoF,0.75,0.95,0.05,11
15,927.0,0.309,4.480601959154503,0.40025575901580984,44791.87070160701,3000.0,3.0647249190938513,60,FD-NoF,0.75,0.95,0.05,11
16,959.0,0.31966666666666665,4.6599191976391445,0.3993793528143597,44791.87070160701,3000.0,3.440041710114703,60,FD-NoF,0.75,0.95,0.05,11
17,913.9999999999997,0.30466666666666653,4.809524496023275,0.4262292868067384,44791.87070160701,3000.0,3.202407002188184,60,FD-NoF,0.75,0.95,0.05,11
18,1071.0,0.357,5.054859594775242,0.4618408080310094,44791.87070160701,3000.0,1.188608776844071,60,FD-NoF,0.75,0.95,0.05,11
19,1031.0,0.3436666666666667,5.318964204683778,0.49272915883538243,44791.87070160701,3000.0,3.322987390882638,60,FD-NoF,0.75,0.95,0.05,11
20,1048.0,0.34933333333333333,5.4871013477866875,0.4953397014579736,44791.87070160701,3000.0,1.1087786259541985,60,FD-NoF,0.75,0.95,0.05,11
21,1045.0,0.34833333333333333,4.929863168755807,0.49836738075542014,44791.87070160701,3000.0,0.9539823008849557,60,FD-NoF,0.75,0.95,0.05,11
22,1094.0,0.36466666666666664,5.034885893285528,0.49698813914905793,44791.87070160701,3000.0,2.729433272394881,60,FD-NoF,0.75,0.95,0.05,11
23,950.0,0.31666666666666665,5.135886845534796,0.49216568849585735,44791.87070160701,3000.0,4.1410526315789475,60,FD-NoF,0.75,0.95,0.05,11
24,705.3022446689113,0.23510074822297042,5.009257166519588,0.4928633608764529,44791.87070160701,3000.0,1.2628372497824194,60,FD-NoF,0.75,0.95,0.05,11
25,932.9999999999999,0.31099999999999994,4.979799461570523,0.5243450779909745,44791.87070160701,3000.0,2.356913183279743,60,FD-NoF,0.75,0.95,0.05,11
26,824.5618758783351,0.27485395862611167,5.0860297340936595,0.5242032648321907,44791.87070160701,3000.0,1.8845738942826322,60,FD-NoF,0.75,0.95,0.05,11
