Step,TotalDoado,nivelCompartilhamento,fairness,satisfaction,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
1,1370.0,0.45666666666666667,-0.2833333333333333,-0.4831955522462644,45236.12358103586,3000.0,2.5525547445255476,60,FD-NoF,0.75,0.95,0.05,5
2,1187.0,0.39566666666666667,1.6192165704665695,-0.3009033284858141,45236.12358103586,3000.0,1.7245155855096883,60,FD-NoF,0.75,0.95,0.05,5
3,1154.0,0.38466666666666666,4.692750356442739,-0.23770083598612457,45236.12358103586,3000.0,3.4991334488734833,60,FD-NoF,0.75,0.95,0.05,5
4,1149.0,0.383,5.6749528577334925,-0.016429102857727113,45236.12358103586,3000.0,2.5735422106179286,60,FD-NoF,0.75,0.95,0.05,5
5,1157.0,0.38566666666666666,5.907042536812518,-0.009747160904187452,45236.12358103586,3000.0,1.164957264957265,60,FD-NoF,0.75,0.95,0.05,5
6,1080.0,0.36,3.5718082606319665,0.03255020091758609,45236.12358103586,3000.0,2.8787037037037035,60,FD-NoF,0.75,0.95,0.05,5
7,1118.0,0.37266666666666665,2.9032630480206802,0.13354562407952747,45236.12358103586,3000.0,5.638640429338103,60,FD-NoF,0.75,0.95,0.05,5
8,942.0,0.314,2.946989508369335,0.3146077195607704,45236.12358103586,3000.0,2.964968152866242,60,FD-NoF,0.75,0.95,0.05,5
9,1007.0,0.33566666666666667,2.822454710358885,0.40988936673379445,45236.12358103586,3000.0,3.3296921549155907,60,FD-NoF,0.75,0.95,0.05,5
10,1160.0,0.38666666666666666,2.9105540586767216,0.41385501458760127,45236.12358103586,3000.0,1.7025862068965518,60,FD-NoF,0.75,0.95,0.05,5
11,1034.0,0.3446666666666667,3.008089947823324,0.4096024804398352,45236.12358103586,3000.0,2.1595744680851063,60,FD-NoF,0.75,0.95,0.05,5
12,949.0,0.31633333333333336,2.9417710993254036,0.4054336503353558,45236.12358103586,3000.0,2.338250790305585,60,FD-NoF,0.75,0.95,0.05,5
13,1014.0,0.338,2.9749193945748327,0.4085154234961615,45236.12358103586,3000.0,1.319526627218935,60,FD-NoF,0.75,0.95,0.05,5
14,1067.0,0.3556666666666667,4.2551946357801596,0.40975125035707904,45236.12358103586,3000.0,2.14058106841612,60,FD-NoF,0.75,0.95,0.05,5
15,927.0,0.309,4.432977524196838,0.4000293241660117,45236.12358103586,3000.0,3.0647249190938513,60,FD-NoF,0.75,0.95,0.05,5
