Step,TotalDoado,nivelCompartilhamento,fairness,satisfaction,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
1,1370.0,0.45666666666666667,-0.2833333333333333,-0.4831955522462645,43807.74655666196,3000.0,2.5525547445255476,60,FD-NoF,0.75,0.95,0.05,2
2,1187.0000000000002,0.3956666666666667,1.62124825090734,-0.30093773017279285,43807.74655666196,3000.0,1.7245155855096883,60,FD-NoF,0.75,0.95,0.05,2
3,1154.0,0.38466666666666666,4.684704015946112,-0.2378878388775812,43807.74655666196,3000.0,3.4991334488734833,60,FD-NoF,0.75,0.95,0.05,2
4,1104.0,0.368,5.666313105836577,-0.01913189581623628,43807.74655666196,3000.0,2.5735422106179286,60,FD-NoF,0.75,0.95,0.05,2
5,1170.0,0.39,5.898061046150585,-0.011744741630501909,43807.74655666196,3000.0,1.164957264957265,60,FD-NoF,0.75,0.95,0.05,2
6,1080.0,0.36,3.540064628856981,0.03302083543897598,43807.74655666196,3000.0,2.8787037037037035,60,FD-NoF,0.75,0.95,0.05,2
7,1117.9999999999998,0.3726666666666666,2.901193620550662,0.13466769978837584,43807.74655666196,3000.0,5.638640429338103,60,FD-NoF,0.75,0.95,0.05,2
8,942.0,0.314,2.91552900167451,0.3180063658697401,43807.74655666196,3000.0,2.964968152866242,60,FD-NoF,0.75,0.95,0.05,2
9,1007.0,0.33566666666666667,2.7948979309160666,0.41307890892410454,43807.74655666196,3000.0,3.3296921549155907,60,FD-NoF,0.75,0.95,0.05,2
10,1160.0,0.38666666666666666,2.8906586218513213,0.4173809757227914,43807.74655666196,3000.0,1.7025862068965518,60,FD-NoF,0.75,0.95,0.05,2
11,1034.0,0.3446666666666667,2.9997181305536538,0.4128608842376112,43807.74655666196,3000.0,2.1595744680851063,60,FD-NoF,0.75,0.95,0.05,2
12,949.0000000000002,0.3163333333333334,2.9371562722850815,0.4072140150012243,43807.74655666196,3000.0,2.338250790305585,60,FD-NoF,0.75,0.95,0.05,2
13,1014.0,0.338,2.967477205898867,0.41036512076916537,43807.74655666196,3000.0,1.319526627218935,60,FD-NoF,0.75,0.95,0.05,2
14,1067.0,0.3556666666666667,4.252981092840954,0.4118769694194298,43807.74655666196,3000.0,2.14058106841612,60,FD-NoF,0.75,0.95,0.05,2
15,927.0,0.309,4.432304499665133,0.40185891172675525,43807.74655666196,3000.0,3.0647249190938513,60,FD-NoF,0.75,0.95,0.05,2
16,959.0,0.31966666666666665,4.623121873284817,0.40074898660961333,43807.74655666196,3000.0,3.440041710114703,60,FD-NoF,0.75,0.95,0.05,2
17,914.0,0.30466666666666664,4.772523567149758,0.4261858484957355,43807.74655666196,3000.0,3.202407002188184,60,FD-NoF,0.75,0.95,0.05,2
