1;104953,3187
2;103615,6338
3;105055,544
4;104685,3954
5;105203,0601
6;104046,6142
7;105159,9791
8;103375,9235
9;104995,6751
10;104069,3602
11;104725,6777
12;103439,4614
13;104420,4688
14;102893,0784
15;103171,3958
16;105488,8466
17;103905,8782
18;104579,844
19;103932,3992
20;104856,9627
21;104749,1271
22;106125,2828
23;103824,3266
24;104211,6885
25;104769,1343
26;104776,1167
27;104818,4905
28;104378,653
29;104561,9247
30;104788,3381
