Step,TotalDoado,nivelCompartilhamento,fairness,satisfaction,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
1,1370.0,0.45666666666666667,-0.2833333333333333,-0.4831955522462644,44867.32622573204,3000.0,2.5525547445255476,60,FD-NoF,0.75,0.95,0.05,29
2,1187.0,0.39566666666666667,1.6404286916786908,-0.30126250542105026,44867.32622573204,3000.0,1.7245155855096883,60,FD-NoF,0.75,0.95,0.05,29
3,1154.0,0.38466666666666666,4.7209937883580455,-0.2370732947017295,44867.32622573204,3000.0,3.4991334488734833,60,FD-NoF,0.75,0.95,0.05,29
4,1149.0,0.383,5.727364117163403,-0.01665673762472878,44867.32622573204,3000.0,2.5735422106179286,60,FD-NoF,0.75,0.95,0.05,29
5,1170.0,0.39,5.965792232849708,-0.010435584022498254,44867.32622573204,3000.0,1.164957264957265,60,FD-NoF,0.75,0.95,0.05,29
6,1055.0,0.3516666666666667,3.7020069364083628,0.029329251331743876,44867.32622573204,3000.0,2.8787037037037035,60,FD-NoF,0.75,0.95,0.05,29
7,1118.0,0.37266666666666665,2.9216091968296873,0.13182315215713764,44867.32622573204,3000.0,5.638640429338103,60,FD-NoF,0.75,0.95,0.05,29
8,941.9999999999997,0.3139999999999999,2.915338684505485,0.3158746686331232,44867.32622573204,3000.0,2.964968152866242,60,FD-NoF,0.75,0.95,0.05,29
9,1007.0,0.33566666666666667,2.8155510019037,0.40896823282302336,44867.32622573204,3000.0,3.3296921549155907,60,FD-NoF,0.75,0.95,0.05,29
10,1114.0,0.37133333333333335,2.887799574726162,0.4134524506845586,44867.32622573204,3000.0,1.7025862068965518,60,FD-NoF,0.75,0.95,0.05,29
11,1034.0000000000002,0.34466666666666673,2.9791303317742455,0.4102934554461525,44867.32622573204,3000.0,2.1595744680851063,60,FD-NoF,0.75,0.95,0.05,29
12,948.9999999999998,0.31633333333333324,2.91734618461488,0.40559197892059284,44867.32622573204,3000.0,2.338250790305585,60,FD-NoF,0.75,0.95,0.05,29
13,1014.0,0.338,2.9541262240730837,0.4085482517100357,44867.32622573204,3000.0,1.319526627218935,60,FD-NoF,0.75,0.95,0.05,29
14,1067.0,0.3556666666666667,4.247107118177312,0.409880842950232,44867.32622573204,3000.0,2.14058106841612,60,FD-NoF,0.75,0.95,0.05,29
15,927.0,0.309,4.408080724066367,0.3999094318511682,44867.32622573204,3000.0,3.0647249190938513,60,FD-NoF,0.75,0.95,0.05,29
16,959.0,0.31966666666666665,4.5935441598946785,0.39944925176545054,44867.32622573204,3000.0,3.440041710114703,60,FD-NoF,0.75,0.95,0.05,29
17,913.9999999999999,0.30466666666666664,4.746168795858992,0.42668784639276497,44867.32622573204,3000.0,3.202407002188184,60,FD-NoF,0.75,0.95,0.05,29
