Step,TotalDoado,nivelCompartilhamento,fairness,satisfaction,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
1,1370.0,0.45666666666666667,-0.2833333333333333,-0.4831955522462644,44733.09487474244,3000.0,2.5525547445255476,60,FD-NoF,0.75,0.95,0.05,8
2,1186.9999999999998,0.3956666666666666,1.6332317219817205,-0.30114064181802375,44733.09487474244,3000.0,1.7245155855096883,60,FD-NoF,0.75,0.95,0.05,8
3,1154.0,0.38466666666666666,4.727415673764306,-0.23710603353416054,44733.09487474244,3000.0,3.4991334488734833,60,FD-NoF,0.75,0.95,0.05,8
4,1149.0,0.383,5.704405831697115,-0.015838703022474147,44733.09487474244,3000.0,2.5735422106179286,60,FD-NoF,0.75,0.95,0.05,8
5,1170.0,0.39,5.922187333741255,-0.00943825865041958,44733.09487474244,3000.0,1.164957264957265,60,FD-NoF,0.75,0.95,0.05,8
6,1080.0,0.36,3.5781404099942895,0.03284927406258583,44733.09487474244,3000.0,2.8787037037037035,60,FD-NoF,0.75,0.95,0.05,8
7,1118.0,0.37266666666666665,2.914171771037223,0.13465038313437946,44733.09487474244,3000.0,5.638640429338103,60,FD-NoF,0.75,0.95,0.05,8
8,942.0,0.314,2.9196036086619706,0.31828699247673586,44733.09487474244,3000.0,2.964968152866242,60,FD-NoF,0.75,0.95,0.05,8
9,1007.0000000000002,0.3356666666666667,2.8108373442624366,0.4119902703725218,44733.09487474244,3000.0,3.3296921549155907,60,FD-NoF,0.75,0.95,0.05,8
10,1160.0,0.38666666666666666,2.8978687119063267,0.4166635140575688,44733.09487474244,3000.0,1.7025862068965518,60,FD-NoF,0.75,0.95,0.05,8
11,1034.0,0.3446666666666667,2.9954346077956604,0.41282653275551323,44733.09487474244,3000.0,2.1595744680851063,60,FD-NoF,0.75,0.95,0.05,8
12,927.0,0.309,2.9293600426568367,0.4072838248438481,44733.09487474244,3000.0,2.338250790305585,60,FD-NoF,0.75,0.95,0.05,8
13,1014.0,0.338,2.9610843501854354,0.41038506995375584,44733.09487474244,3000.0,1.319526627218935,60,FD-NoF,0.75,0.95,0.05,8
14,1067.0,0.3556666666666667,4.262038169944523,0.41179039644587867,44733.09487474244,3000.0,2.14058106841612,60,FD-NoF,0.75,0.95,0.05,8
15,927.0,0.309,4.4357471754080535,0.40011478854262456,44733.09487474244,3000.0,3.0647249190938513,60,FD-NoF,0.75,0.95,0.05,8
16,959.0,0.31966666666666665,4.627481289389198,0.3994509008646895,44733.09487474244,3000.0,3.440041710114703,60,FD-NoF,0.75,0.95,0.05,8
17,913.9999999999998,0.3046666666666666,4.779103969311779,0.42644162843813416,44733.09487474244,3000.0,3.202407002188184,60,FD-NoF,0.75,0.95,0.05,8
