Step,TotalDoado,nivelCompartilhamento,fairness,satisfaction,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
1,1370.0,0.45666666666666667,-0.2833333333333333,-0.4831955522462645,44689.065808277606,3000.0,2.5525547445255476,60,FD-NoF,0.75,0.95,0.05,4
2,1145.0,0.38166666666666665,9.382499223690148E12,-0.302432454490259,44689.065808277606,3000.0,1.7245155855096883,60,FD-NoF,0.75,0.95,0.05,4
3,1154.0,0.38466666666666666,4.576969741733515,-0.2397765234900056,44689.065808277606,3000.0,3.4991334488734833,60,FD-NoF,0.75,0.95,0.05,4
4,1148.9999999999998,0.38299999999999995,5.6715349429291,-0.020209126597600813,44689.065808277606,3000.0,2.5735422106179286,60,FD-NoF,0.75,0.95,0.05,4
5,1170.0,0.39,5.89361680456506,-0.012566610527768907,44689.065808277606,3000.0,1.164957264957265,60,FD-NoF,0.75,0.95,0.05,4
6,1080.0,0.36,3.636092564034819,0.03100142736866905,44689.065808277606,3000.0,2.8787037037037035,60,FD-NoF,0.75,0.95,0.05,4
7,1118.0,0.37266666666666665,2.9376812963521153,0.1330444108956897,44689.065808277606,3000.0,5.638640429338103,60,FD-NoF,0.75,0.95,0.05,4
8,942.0,0.314,2.950244061579079,0.3150284561442216,44689.065808277606,3000.0,2.964968152866242,60,FD-NoF,0.75,0.95,0.05,4
9,991.9999999999999,0.3306666666666666,2.833225014047095,0.40937776944797855,44689.065808277606,3000.0,3.3296921549155907,60,FD-NoF,0.75,0.95,0.05,4
10,1160.0,0.38666666666666666,2.9187570514110472,0.41392748121232253,44689.065808277606,3000.0,1.7025862068965518,60,FD-NoF,0.75,0.95,0.05,4
11,1033.9999999999998,0.34466666666666657,3.0231583190725666,0.40937916822715453,44689.065808277606,3000.0,2.1595744680851063,60,FD-NoF,0.75,0.95,0.05,4
12,949.0,0.31633333333333336,2.9621188184527747,0.40469547738210204,44689.065808277606,3000.0,2.338250790305585,60,FD-NoF,0.75,0.95,0.05,4
13,1014.0000000000001,0.338,3.0002181745418097,0.407680788062979,44689.065808277606,3000.0,1.319526627218935,60,FD-NoF,0.75,0.95,0.05,4
14,1067.0,0.3556666666666667,4.303139332472152,0.4091381439110469,44689.065808277606,3000.0,2.14058106841612,60,FD-NoF,0.75,0.95,0.05,4
15,927.0,0.309,4.477952177961083,0.3979926249283527,44689.065808277606,3000.0,3.0647249190938513,60,FD-NoF,0.75,0.95,0.05,4
16,959.0,0.31966666666666665,4.665753231962077,0.3974937523448411,44689.065808277606,3000.0,3.440041710114703,60,FD-NoF,0.75,0.95,0.05,4
17,913.9999999999998,0.3046666666666666,4.824237819775154,0.42416337082807115,44689.065808277606,3000.0,3.202407002188184,60,FD-NoF,0.75,0.95,0.05,4
18,1071.0,0.357,5.068652771547118,0.46034864283223176,44689.065808277606,3000.0,1.188608776844071,60,FD-NoF,0.75,0.95,0.05,4
19,1031.0000000000002,0.34366666666666673,5.333610593151791,0.49078293612466783,44689.065808277606,3000.0,3.322987390882638,60,FD-NoF,0.75,0.95,0.05,4
20,1048.0,0.34933333333333333,5.503001921499771,0.49387741938328505,44689.065808277606,3000.0,1.1087786259541985,60,FD-NoF,0.75,0.95,0.05,4
