1#130040.59616456849
10#129432.5078173765
11#127206.57576710107
12#129371.52707715826
13#128393.73233163025
14#128650.1629681931
15#129218.77234738876
16#129808.84931772176
17#131215.5085362303
18#126856.31580537141
19#124997.47218291232
2#125826.75028478372
20#127455.2179004418
21#127691.73323215272
22#124777.07490138999
23#126745.59818080929
24#129980.18554694352
25#129782.2726401429
26#129012.03087669393
28#129686.65020047357
29#127264.57670857865
3#125595.60135094843
30#125976.94785533794
4#128487.87565348014
5#128194.9746503776
6#130945.85557858995
7#132987.00057664805
8#130502.45337208474
9#128343.93540709182
