1;120702,9705
2;117832,7726
3;117959,4039
4;119576,6727
5;117724,3739
6;119268,9747
7;118526,2963
8;118678,0544
9;118997,552
10;120223,6544
11;119005,3284
12;118946,3056
13;119237,3797
14;120209,3164
15;120089,9091
16;119930,2105
17;119449,2949
18;119181,222
19;119543,4498
20;119607,6255
21;118512,5817
22;119747,5181
23;121800,0587
24;117796,4645
25;118795,7143
26;120078,3693
27;120923,9239
28;119219,4761
29;118740,8172
30;119018,4822
