1#205264.9507607464
10#200003.5832091261
11#202556.88059779647
12#201238.93888965365
13#202415.59399869485
14#196594.79613080216
15#202680.1161043349
16#212402.21180571942
17#200569.74265613616
18#201237.52431241787
19#202102.60833060875
2#205228.0161400851
20#212363.06318639367
21#197532.99172112343
22#200323.2881658687
23#202437.58243964464
24#199377.86214646557
25#203271.54567640348
26#204115.99615359353
27#201405.15252860618
28#208191.04835985755
29#200491.49986944464
3#196236.78281137717
30#205122.7560790127
4#199173.34745801718
5#204460.6505892494
6#201392.4993652031
7#196877.051985902
8#207749.60253102743
9#204528.5725495433
