1#169627.4473217014
10#169494.37346876576
11#169343.67533547044
12#166471.25387147817
13#167845.24764783046
14#165279.81260711633
15#166873.93250477128
16#167060.5041082047
17#165764.66919486475
18#168206.76881441506
19#169657.9149650894
2#166180.38140583466
20#169534.23773530012
21#167219.23109949214
22#166476.79697422657
23#169831.24466948965
24#167769.21462413867
25#169326.8996466489
26#169132.0839081913
27#170618.08919328277
28#169659.12852338146
29#167693.0868438313
3#168439.33508300077
30#168059.6221730699
4#170140.66863901756
5#168553.00218581455
6#168884.10227362404
7#168622.7697702273
8#167880.24917031763
9#167986.99153936075
