1#105638.49145982134
10#107215.89979498697
11#106093.17092091731
12#105686.85215573551
13#107635.70223192558
14#106681.77684915737
15#106640.90702031428
16#106606.98838228287
17#106820.43072649476
18#107800.35555286822
19#106080.99714951607
2#106939.74904228018
20#106064.01602454572
21#105520.47784535273
22#106573.47241438858
23#106243.77398358179
24#106309.08891615806
25#105747.83845297499
26#105962.71996915797
27#104500.84280856836
28#107838.94255716223
29#106575.3628046519
3#106498.40416470033
30#106268.7439091907
4#107278.12617105541
5#106516.37154552627
6#105587.1439051359
7#107317.08461743667
8#106062.84986782022
9#106003.70487481775
