Step,TotalDoado,nivelCompartilhamento,fairness,satisfaction,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
1,2815.0000000000005,0.46916666666666673,-0.38333333333333336,-0.6666666666666666,73331.8566832859,6000.0,0.7632863340563991,60,Transitive FD-NoF,0.75,0.95,0.05,14
2,1476.0,0.246,0.09685056013527797,-0.5333333333333333,73331.8566832859,6000.0,0.4081858407079646,60,Transitive FD-NoF,0.75,0.95,0.05,14
3,3408.0,0.568,0.6470677833770295,-0.43333333333333335,73331.8566832859,6000.0,0.9670828603859251,60,Transitive FD-NoF,0.75,0.95,0.05,14
4,2411.0,0.4018333333333333,0.4701576274438917,-0.4,73331.8566832859,6000.0,0.6691645850679989,60,Transitive FD-NoF,0.75,0.95,0.05,14
5,792.0,0.132,0.5632771402351454,-0.3333333333333333,73331.8566832859,6000.0,0.22006112809113643,60,Transitive FD-NoF,0.75,0.95,0.05,14
6,2527.0,0.4211666666666667,1.635112041523897,-0.3,73331.8566832859,6000.0,0.7224128073184677,60,Transitive FD-NoF,0.75,0.95,0.05,14
7,3261.0,0.5435,2.564283260705128,-0.27244474447444744,73331.8566832859,6000.0,1.6455995274660367,60,Transitive FD-NoF,0.75,0.95,0.05,14
8,2050.0,0.3416666666666667,5.553982047067755,-0.2391114111411141,73331.8566832859,6000.0,0.6408252578930916,60,Transitive FD-NoF,0.75,0.95,0.05,14
9,2776.0,0.46266666666666667,3.3479521005789135,-0.17244474447444744,73331.8566832859,6000.0,0.8093294460641399,60,Transitive FD-NoF,0.75,0.95,0.05,14
10,1495.0,0.24916666666666668,3.38847135291248,-0.17244474447444744,73331.8566832859,6000.0,0.40625,60,Transitive FD-NoF,0.75,0.95,0.05,14
11,1605.0,0.2675,3.5645741219177185,-0.1391114111411141,73331.8566832859,6000.0,0.47122724603640637,60,Transitive FD-NoF,0.75,0.95,0.05,14
12,1595.0,0.2658333333333333,3.3405490147548256,-0.1391114111411141,73331.8566832859,6000.0,0.47969924812030074,60,Transitive FD-NoF,0.75,0.95,0.05,14
13,695.0,0.11583333333333333,2.6918733339492933,-0.0391114111411141,73331.8566832859,6000.0,0.20617027588252743,60,Transitive FD-NoF,0.75,0.95,0.05,14
14,1670.0,0.2783333333333333,2.5773832393595284,-0.005778077807780768,73331.8566832859,6000.0,0.48363741673906746,60,Transitive FD-NoF,0.75,0.95,0.05,14
15,1961.0,0.3268333333333333,2.6841884815262627,-0.005778077807780768,73331.8566832859,6000.0,0.6435838529701345,60,Transitive FD-NoF,0.75,0.95,0.05,14
16,2663.0,0.44383333333333336,2.665370575443994,0.027510285275102863,73331.8566832859,6000.0,0.802158273381295,60,Transitive FD-NoF,0.75,0.95,0.05,14
17,2093.0000000000005,0.3488333333333334,2.6316332796524873,0.027515602036045493,73331.8566832859,6000.0,0.6795454545454546,60,Transitive FD-NoF,0.75,0.95,0.05,14
18,544.9999999999999,0.09083333333333331,2.637446656807516,0.06084945816235951,73331.8566832859,6000.0,0.1630272210589291,60,Transitive FD-NoF,0.75,0.95,0.05,14
19,2758.0,0.45966666666666667,2.709851539533124,0.06085152013918245,73331.8566832859,6000.0,0.8201011002081475,60,Transitive FD-NoF,0.75,0.95,0.05,14
20,629.0,0.10483333333333333,2.7102420233787674,0.060852964612475725,73331.8566832859,6000.0,0.17894736842105263,60,Transitive FD-NoF,0.75,0.95,0.05,14
21,507.0,0.0845,2.70343596818283,0.06085407130803889,73331.8566832859,6000.0,0.1424557459960663,60,Transitive FD-NoF,0.75,0.95,0.05,14
22,2462.0,0.4103333333333333,2.6463928604782523,0.060854120728649395,73331.8566832859,6000.0,0.6896358543417367,60,Transitive FD-NoF,0.75,0.95,0.05,14
23,1854.1253086419754,0.3090208847736626,2.647448779704768,0.05253871691190549,73331.8566832859,6000.0,0.9950693374422188,60,Transitive FD-NoF,0.75,0.95,0.05,14
24,708.0,0.118,2.6219563085934623,0.05209366797434122,73331.8566832859,6000.0,0.2542841348811498,60,Transitive FD-NoF,0.75,0.95,0.05,14
25,1371.0,0.2285,2.6341773316847794,0.08544201158362509,73331.8566832859,6000.0,0.44154589371980674,60,Transitive FD-NoF,0.75,0.95,0.05,14
26,983.0,0.16383333333333333,2.616402051743518,0.08628861902898759,73331.8566832859,6000.0,0.3107809042048688,60,Transitive FD-NoF,0.75,0.95,0.05,14
27,1355.25,0.225875,2.499520906896473,0.11853616544646213,73331.8566832859,6000.0,0.6003184713375797,60,Transitive FD-NoF,0.75,0.95,0.05,14
28,1989.375,0.3315625,2.5611512595543275,0.11808802609352906,73331.8566832859,6000.0,0.6824364281490243,60,Transitive FD-NoF,0.75,0.95,0.05,14
29,1170.0,0.195,2.564066096147842,0.10807838139907025,73331.8566832859,6000.0,2.246775288526816,60,Transitive FD-NoF,0.75,0.95,0.05,14
30,639.0,0.1065,2.566044119735744,0.10679589025408935,73331.8566832859,6000.0,0.41987577639751555,60,Transitive FD-NoF,0.75,0.95,0.05,14
31,1487.488888888889,0.24791481481481484,2.581580052290809,0.10364575237958654,73331.8566832859,6000.0,1.0800481492627143,60,Transitive FD-NoF,0.75,0.95,0.05,14
32,1575.6629629629629,0.26261049382716045,2.6068935885960682,0.13278905767517676,73331.8566832859,6000.0,0.9799932180400136,60,Transitive FD-NoF,0.75,0.95,0.05,14
33,1479.1031746031747,0.24651719576719577,2.624284713255091,0.12713518500451343,73331.8566832859,6000.0,1.0368281353682813,60,Transitive FD-NoF,0.75,0.95,0.05,14
34,916.0,0.15266666666666667,2.6400228507026973,0.1601433508930921,73331.8566832859,6000.0,0.41792970009674296,60,Transitive FD-NoF,0.75,0.95,0.05,14
35,715.3616071428572,0.11922693452380954,2.6453887727164,0.15975379504341503,73331.8566832859,6000.0,0.3455617425483131,60,Transitive FD-NoF,0.75,0.95,0.05,14
36,1164.2857142857142,0.19404761904761902,2.6542321125223904,0.1458935859106246,73331.8566832859,6000.0,4.1374627360053,60,Transitive FD-NoF,0.75,0.95,0.05,14
37,540.0,0.09,2.645163276206447,0.17833145773734707,73331.8566832859,6000.0,0.486905916585839,60,Transitive FD-NoF,0.75,0.95,0.05,14
38,940.3,0.15671666666666667,2.6496164625298637,0.20429046129039818,73331.8566832859,6000.0,1.2808290155440414,60,Transitive FD-NoF,0.75,0.95,0.05,14
39,690.0,0.115,2.645228419738925,0.20114425864066224,73331.8566832859,6000.0,0.766016713091922,60,Transitive FD-NoF,0.75,0.95,0.05,14
40,623.0,0.10383333333333333,2.6425859893041954,0.19955663077687255,73331.8566832859,6000.0,0.43842530282637954,60,Transitive FD-NoF,0.75,0.95,0.05,14
41,504.0,0.084,2.611510060989149,0.19927781016838514,73331.8566832859,6000.0,0.2378129117259552,60,Transitive FD-NoF,0.75,0.95,0.05,14
42,604.0000000000002,0.10066666666666671,2.6155060203767087,0.19840999165274795,73331.8566832859,6000.0,0.3114311431143114,60,Transitive FD-NoF,0.75,0.95,0.05,14
43,715.0,0.11916666666666667,2.6009517700078804,0.19533234328630958,73331.8566832859,6000.0,0.7978690065810091,60,Transitive FD-NoF,0.75,0.95,0.05,14
44,636.0,0.106,2.60105828785074,0.19518835295084014,73331.8566832859,6000.0,0.31109022556390975,60,Transitive FD-NoF,0.75,0.95,0.05,14
45,594.0,0.099,2.5912819193181877,0.1934767354212173,73331.8566832859,6000.0,0.9247416020671835,60,Transitive FD-NoF,0.75,0.95,0.05,14
46,547.0,0.09116666666666666,2.588604684088169,0.2233291833717086,73331.8566832859,6000.0,1.044151565074135,60,Transitive FD-NoF,0.75,0.95,0.05,14
47,282.0,0.047,2.5909304425188338,0.22309496626626832,73331.8566832859,6000.0,0.23696534498907273,60,Transitive FD-NoF,0.75,0.95,0.05,14
48,600.3333333333333,0.10005555555555554,2.5949952445154114,0.2206116971510704,73331.8566832859,6000.0,0.5421268538971284,60,Transitive FD-NoF,0.75,0.95,0.05,14
49,589.0,0.09816666666666667,2.5970429528096375,0.2540283085994258,73331.8566832859,6000.0,0.22183871979918418,60,Transitive FD-NoF,0.75,0.95,0.05,14
50,775.411111111111,0.12923518518518518,2.5736118716410603,0.25392017404342426,73331.8566832859,6000.0,0.30227552275522757,60,Transitive FD-NoF,0.75,0.95,0.05,14
51,513.1428571428571,0.08552380952380952,2.5463629118302933,0.2855050834479436,73331.8566832859,6000.0,0.6448321263989467,60,Transitive FD-NoF,0.75,0.95,0.05,14
52,354.0,0.059,2.5168618219000907,0.31861536930927487,73331.8566832859,6000.0,0.29964221824686943,60,Transitive FD-NoF,0.75,0.95,0.05,14
53,198.0,0.033,2.5082653118854403,0.31798242066585897,73331.8566832859,6000.0,0.20366277233975372,60,Transitive FD-NoF,0.75,0.95,0.05,14
54,235.0,0.03916666666666667,2.5108567297245727,0.3503130696236363,73331.8566832859,6000.0,0.43811576354679804,60,Transitive FD-NoF,0.75,0.95,0.05,14
55,453.11249999999984,0.07551874999999997,2.5074255447445934,0.34347192840448615,73331.8566832859,6000.0,1.8975105075978014,60,Transitive FD-NoF,0.75,0.95,0.05,14
56,542.25,0.090375,2.50512967072932,0.34190895155267503,73331.8566832859,6000.0,0.7866831072749692,60,Transitive FD-NoF,0.75,0.95,0.05,14
57,283.0,0.04716666666666667,2.506176380158615,0.34152975561580984,73331.8566832859,6000.0,0.23341375150784077,60,Transitive FD-NoF,0.75,0.95,0.05,14
58,720.666666666667,0.12011111111111117,2.505975769726744,0.34107740658175956,73331.8566832859,6000.0,0.48489616110761485,60,Transitive FD-NoF,0.75,0.95,0.05,14
59,531.0,0.0885,2.5038544349051124,0.33670083494197667,73331.8566832859,6000.0,0.5650284185891007,60,Transitive FD-NoF,0.75,0.95,0.05,14
60,570.0,0.095,2.4992952776970245,0.328880390229739,73331.8566832859,6000.0,0.796849887495982,60,Transitive FD-NoF,0.75,0.95,0.05,14
61,422.125,0.07035416666666666,2.504494786163513,0.32741667543831454,73331.8566832859,6000.0,0.523841059602649,60,Transitive FD-NoF,0.75,0.95,0.05,14
62,210.0,0.035,2.483247320569538,0.3274271908144248,73331.8566832859,6000.0,0.29244031830238726,60,Transitive FD-NoF,0.75,0.95,0.05,14
63,459.0,0.0765,2.4848174801948275,0.32471752117976016,73331.8566832859,6000.0,1.25,60,Transitive FD-NoF,0.75,0.95,0.05,14
