1#160755.95457504177
10#161102.54976196954
11#160294.90909633125
12#162893.60824017847
13#157913.28991110163
14#161700.28704612018
15#162161.13519139806
16#160546.2971614704
17#159213.88505808427
18#159689.00510440182
19#160612.56769388597
2#163194.20969683863
20#162390.63928845176
21#160806.8096883055
22#158525.89122096726
23#157542.01283391786
24#159811.83081187334
25#158227.59589043207
26#159287.89026102232
27#158708.16220099348
28#161085.0972228389
29#161612.0895249458
3#157875.5740743454
30#161706.18836267808
4#159997.99508868446
5#161598.04545106512
6#162088.22173542506
7#163227.6624753241
8#161611.68358134924
9#163222.20635168298
