Step,TotalDoado,nivelCompartilhamento,fairness,satisfaction,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
1,1370.0,0.45666666666666667,-0.2833333333333333,-0.4831955522462644,54031.72776863561,3000.0,2.5525547445255476,60,Transitive FD-NoF,0.75,0.95,0.05,19
2,1186.9999999999998,0.3956666666666666,1.6514589947089926,-0.301625607524764,54031.72776863561,3000.0,1.7245155855096883,60,Transitive FD-NoF,0.75,0.95,0.05,19
3,1150.211538461538,0.38340384615384604,4.6122322871710235,-0.23899966772085304,54031.72776863561,3000.0,3.4991334488734833,60,Transitive FD-NoF,0.75,0.95,0.05,19
4,1135.4414481320377,0.37848048271067924,5.694624599126075,-0.020224965512057123,54031.72776863561,3000.0,2.5735422106179286,60,Transitive FD-NoF,0.75,0.95,0.05,19
5,1154.0260845557862,0.3846753615185954,5.940031452314961,-0.01321831539134517,54031.72776863561,3000.0,1.164957264957265,60,Transitive FD-NoF,0.75,0.95,0.05,19
6,1063.5227840788652,0.35450759469295506,3.734719019400534,0.030498269362441,54031.72776863561,3000.0,2.8787037037037035,60,Transitive FD-NoF,0.75,0.95,0.05,19
7,1104.0749846292906,0.3680249948764302,2.9605062495890313,0.13137144895018166,54031.72776863561,3000.0,5.638640429338103,60,Transitive FD-NoF,0.75,0.95,0.05,19
8,934.9877470855773,0.3116625823618591,2.96874224677164,0.3146943508503199,54031.72776863561,3000.0,2.964968152866242,60,Transitive FD-NoF,0.75,0.95,0.05,19
9,997.3317172243884,0.3324439057414628,2.8468204215033084,0.40698257889785705,54031.72776863561,3000.0,3.3296921549155907,60,Transitive FD-NoF,0.75,0.95,0.05,19
10,1141.3521175370317,0.38045070584567725,2.903934674003928,0.41184919701583106,54031.72776863561,3000.0,1.7025862068965518,60,Transitive FD-NoF,0.75,0.95,0.05,19
11,1031.2387849600746,0.3437462616533582,2.9771744445413617,0.40866065342242547,54031.72776863561,3000.0,2.1595744680851063,60,Transitive FD-NoF,0.75,0.95,0.05,19
12,926.0638572281155,0.3086879524093718,2.9384332590997273,0.4026202112717361,54031.72776863561,3000.0,2.338250790305585,60,Transitive FD-NoF,0.75,0.95,0.05,19
13,991.9366123417362,0.3306455374472454,2.9766650482938,0.4057432945808364,54031.72776863561,3000.0,1.319526627218935,60,Transitive FD-NoF,0.75,0.95,0.05,19
