1#111927.86569946501
10#110757.3715247758
11#109247.7834813031
12#112032.09763856084
13#111714.40269893152
14#111854.03285966557
15#112050.26383795126
16#109532.36872534985
17#111104.94981838758
18#109942.43958691381
19#111741.15858732144
2#112003.93427086837
20#110748.22499378299
21#110493.1302936779
22#110025.02822615024
23#110030.07568244165
24#111739.84557644486
25#110715.75168980818
26#109919.56499095043
27#110476.2036713717
28#110993.23717177918
29#110310.9433514208
3#109786.80084966795
30#110676.1620187074
4#110316.91019554819
5#110927.06432136864
6#110470.11245539425
7#110477.11993805734
8#110495.39419101471
9#109553.35962256994
