Passo,Nível_de_Compartilhamento,Justiça,Satisfação,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
205,0.5,0.4303508771929825,0.775609756097561,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
206,0.5,0.43065789473684213,0.7754854368932039,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
207,0.5,0.430921052631579,0.7753623188405797,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
208,0.5,0.4312628161312372,0.7752403846153846,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
209,0.5,0.43156185919343815,0.7751196172248804,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
210,0.5,0.43181818181818177,0.775,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
211,0.5,0.4321511821511822,0.7748815165876777,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
212,0.5,0.43244255744255744,0.7747641509433962,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
213,0.5,0.4326923076923077,0.7746478873239436,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
214,0.5,0.4330168776371308,0.7745327102803738,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
215,0.5,0.43330087633885106,0.7744186046511627,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
216,0.5,0.43354430379746833,0.7743055555555556,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
217,0.5,0.43386075949367087,0.7741935483870968,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
218,0.5,0.4341376582278481,0.7740825688073395,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
219,0.5,0.43437499999999996,0.773972602739726,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
220,0.5,0.4346836419753086,0.7738636363636364,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
221,0.5,0.4349537037037037,0.7737556561085973,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
222,0.5,0.4351851851851851,0.7736486486486487,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
223,0.5,0.43548629930743754,0.773542600896861,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
224,0.5,0.4357497741644083,0.7734375,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
225,0.5,0.4359756097560976,0.7733333333333333,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
226,0.5,0.4362694681163679,0.7732300884955752,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
227,0.5,0.43652659418160444,0.7731277533039648,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
228,0.5,0.4367469879518072,0.7730263157894737,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
229,0.5,0.437033849684452,0.7729257641921398,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
230,0.5,0.4372848537005163,0.7728260869565218,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
231,0.5,0.4375,0.7727272727272727,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
232,0.5,0.4377801120448179,0.7726293103448276,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
233,0.5,0.4380252100840336,0.7725321888412017,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
234,0.5,0.43823529411764706,0.7724358974358975,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
235,0.5,0.43850889192886455,0.7723404255319148,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
236,0.5,0.4387482900136799,0.7722457627118644,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
237,0.5,0.438953488372093,0.7721518987341772,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
238,0.5,0.4392207965784549,0.7720588235294118,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
239,0.5,0.4394546912590217,0.7719665271966527,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
240,0.5,0.43965517241379315,0.771875,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
241,0.5,0.43991640543364685,0.7717842323651453,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
242,0.5,0.4401449843260188,0.7716942148760331,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
243,0.5,0.44034090909090906,0.7716049382716049,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
244,0.5,0.4405962717058223,0.7715163934426229,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
245,0.5,0.4408197139938712,0.7714285714285715,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
246,0.5,0.4410112359550562,0.7713414634146342,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
247,0.5,0.44126092384519344,0.771255060728745,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
248,0.5,0.44147940074906367,0.7711693548387096,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
249,0.5,0.44166666666666665,0.7710843373493976,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
250,0.5,0.4419108669108669,0.771,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
251,0.5,0.4421245421245421,0.7709163346613546,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
252,0.5,0.4423076923076923,0.7708333333333334,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
253,0.5,0.4425465838509317,0.7707509881422925,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
254,0.5,0.44275561395126617,0.7706692913385826,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
255,0.5,0.4429347826086957,0.7705882352941177,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
256,0.5,0.44316853669939227,0.7705078125,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
257,0.5,0.4433730715287517,0.7704280155642024,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
258,0.5,0.44354838709677413,0.7703488372093024,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
259,0.5,0.44377716769617936,0.7702702702702703,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
260,0.5,0.4439773507206588,0.7701923076923077,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
261,0.5,0.44414893617021267,0.7701149425287356,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
262,0.5,0.44437290033594623,0.7700381679389313,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
263,0.5,0.44456886898096304,0.7699619771863118,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
264,0.5,0.4447368421052631,0.7698863636363636,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
265,0.5,0.44495614035087727,0.769811320754717,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
266,0.5,0.4451480263157894,0.7697368421052632,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
267,0.5,0.4453125,0.7696629213483146,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
268,0.5,0.4455272766323024,0.769589552238806,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
269,0.5,0.44571520618556704,0.7695167286245354,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
270,0.5,0.4458762886597938,0.7694444444444445,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
271,0.5,0.4460866820955187,0.7693726937269373,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
272,0.5,0.4462707763517778,0.7693014705882353,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
273,0.5,0.4464285714285714,0.7692307692307693,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
274,0.5,0.44663471449185743,0.7691605839416058,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
275,0.5,0.4468150896722325,0.769090909090909,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
276,0.5,0.446969696969697,0.7690217391304348,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
277,0.5,0.4471717171717171,0.7689530685920578,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
278,0.5,0.4473484848484849,0.7688848920863309,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
279,0.5,0.4475,0.7688172043010753,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
280,0.5,0.4476980198019802,0.76875,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
281,0.5,0.4478712871287128,0.7686832740213523,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
282,0.5,0.4480198019801981,0.7686170212765957,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
283,0.5,0.44821393904096285,0.7685512367491166,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
284,0.5,0.4483838089691322,0.7684859154929577,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
285,0.5,0.44852941176470584,0.7684210526315789,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
286,0.5,0.44871977917380546,0.7683566433566433,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
287,0.5,0.4488863506567675,0.7682926829268293,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
288,0.5,0.44902912621359226,0.7682291666666666,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
289,0.5,0.4492158327109783,0.7681660899653979,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
290,0.5,0.4493792008961912,0.7681034482758621,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
291,0.5,0.44951923076923084,0.7680412371134021,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
292,0.5,0.449702380952381,0.7679794520547946,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
293,0.5,0.4498626373626373,0.7679180887372014,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
294,0.5,0.44999999999999996,0.7678571428571429,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
295,0.5,0.45017969451931716,0.7677966101694915,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
296,0.5,0.45033692722371965,0.7677364864864865,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
297,0.5,0.45047169811320753,0.7676767676767676,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
298,0.5,0.4506480338564627,0.7676174496644296,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
299,0.5,0.45080232763181094,0.7675585284280937,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
300,0.5,0.4509345794392523,0.7675,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
301,0.5,0.45110764970578054,0.7674418604651163,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
302,0.5,0.4512590861889928,0.7673841059602649,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
303,0.5,0.45138888888888895,0.7673267326732673,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
304,0.5,0.45155878355419643,0.7672697368421053,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
305,0.5,0.45170744138634045,0.7672131147540984,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
306,0.5,0.4518348623853211,0.7671568627450981,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
307,0.5,0.45200166805671393,0.7671009771986971,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
308,0.5,0.45214762301918265,0.7670454545454546,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
309,0.5,0.45227272727272727,0.7669902912621359,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
310,0.5,0.4524365274365274,0.7669354838709678,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
311,0.5,0.45257985257985256,0.7668810289389068,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
312,0.5,0.45270270270270263,0.7668269230769231,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
313,0.5,0.4528635778635779,0.7667731629392971,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
314,0.5,0.4530043436293436,0.76671974522293,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
315,0.5,0.453125,0.7666666666666667,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
316,0.5,0.4532830278128951,0.7666139240506329,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
317,0.5,0.4534213021491782,0.7665615141955836,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
318,0.5,0.45353982300884954,0.7665094339622641,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
319,0.5,0.4536950784039746,0.7664576802507836,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
320,0.5,0.45383092687470894,0.76640625,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
321,0.5,0.45394736842105265,0.7663551401869159,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
322,0.5,0.4540999237223493,0.7663043478260869,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
323,0.5,0.4542334096109839,0.7662538699690402,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
324,0.5,0.45434782608695656,0.7662037037037037,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
325,0.5,0.4544977511244378,0.7661538461538462,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
326,0.5,0.4546289355322338,0.7661042944785276,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
327,0.5,0.45474137931034486,0.7660550458715596,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
328,0.5,0.4548887415266726,0.7660060975609756,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
329,0.5,0.4550176834659594,0.7659574468085106,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
330,0.5,0.45512820512820507,0.7659090909090909,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
331,0.5,0.45527306967984926,0.7658610271903323,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
332,0.5,0.45539982616253805,0.7658132530120482,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
333,0.5,0.4555084745762712,0.7657657657657657,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
334,0.5,0.45565090442956846,0.7657185628742516,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
335,0.5,0.45577553055120346,0.7656716417910447,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
336,0.5,0.4558823529411764,0.765625,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
337,0.5,0.45602240896358537,0.7655786350148368,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
338,0.5,0.4561449579831933,0.7655325443786982,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
339,0.5,0.45625000000000004,0.7654867256637168,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
340,0.5,0.456387741046832,0.7654411764705882,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
341,0.5,0.4565082644628099,0.7653958944281525,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
342,0.5,0.45661157024793386,0.7653508771929824,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
343,0.5,0.4567470532448178,0.7653061224489796,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
344,0.5,0.45686560086709116,0.7652616279069767,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
345,0.5,0.4569672131147542,0.7652173913043478,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
346,0.5,0.4571004931360789,0.7651734104046243,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
347,0.5,0.4572171131547381,0.7651296829971181,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
348,0.5,0.45731707317073167,0.7650862068965517,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
349,0.5,0.4574482035142933,0.7650429799426934,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
350,0.5,0.4575629425649095,0.765,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
351,0.5,0.45766129032258074,0.7649572649572649,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
352,0.5,0.4577903225806452,0.7649147727272727,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
353,0.5,0.4579032258064516,0.7648725212464589,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
354,0.5,0.45799999999999996,0.7648305084745762,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
355,0.5,0.45812698412698416,0.7647887323943662,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
356,0.5,0.4582380952380952,0.764747191011236,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
357,0.5,0.45833333333333326,0.7647058823529411,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
358,0.5,0.4584583177102861,0.7646648044692738,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
359,0.5,0.45856767904011997,0.7646239554317549,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
360,0.5,0.4586614173228346,0.7645833333333333,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
361,0.5,0.4587844488188977,0.7645429362880887,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
362,0.5,0.4588921013779528,0.7645027624309392,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
363,0.5,0.458984375,0.7644628099173554,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
364,0.5,0.4591054990310077,0.7644230769230769,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
365,0.5,0.4592114825581395,0.7643835616438356,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
366,0.5,0.4593023255813954,0.764344262295082,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
367,0.5,0.4594215861657722,0.7643051771117166,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
368,0.5,0.45952593917710205,0.764266304347826,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
369,0.5,0.45961538461538454,0.7642276422764228,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
370,0.5,0.459732824427481,0.7641891891891892,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
371,0.5,0.45983558426306514,0.7641509433962265,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
372,0.5,0.45992366412213737,0.7641129032258065,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
373,0.5,0.46003932454314134,0.7640750670241286,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
374,0.5,0.4601405274115198,0.7640374331550802,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
375,0.5,0.4602272727272727,0.764,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
376,0.5,0.46034119389382555,0.7639627659574468,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
377,0.5,0.4604408749145591,0.7639257294429708,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
378,0.5,0.4605263157894737,0.7638888888888888,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
379,0.5,0.4606385366401077,0.7638522427440633,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
380,0.5,0.4607367298844125,0.7638157894736842,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
381,0.5,0.46082089552238803,0.7637795275590551,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
382,0.5,0.4609314538419016,0.7637434554973822,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
383,0.5,0.46102819237147596,0.7637075718015666,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
384,0.5,0.46111111111111114,0.763671875,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
385,0.5,0.46122004357298474,0.7636363636363637,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
386,0.5,0.4613153594771242,0.7636010362694301,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
387,0.5,0.46139705882352944,0.7635658914728682,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
388,0.5,0.4615044010304852,0.7635309278350515,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
389,0.5,0.46159832546157153,0.7634961439588689,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
390,0.5,0.4616788321167883,0.7634615384615384,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
391,0.5,0.4617846186395853,0.7634271099744245,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
392,0.5,0.46187718184703264,0.7633928571428571,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
393,0.5,0.4619565217391304,0.7633587786259542,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
394,0.5,0.46206078615368584,0.7633248730964467,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
395,0.5,0.46215201751642165,0.7632911392405063,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
396,0.5,0.46223021582733814,0.7632575757575758,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
397,0.5,0.4623329907502569,0.7632241813602015,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
398,0.5,0.46242291880781083,0.7631909547738693,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
399,0.5,0.4624999999999999,0.7631578947368421,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
400,0.5,0.4626013171225938,0.763125,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
401,0.5,0.4626899696048632,0.7630922693266833,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
402,0.5,0.4627659574468086,0.7630597014925373,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
403,0.5,0.46286584756767557,0.7630272952853598,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
404,0.5,0.46295325142343424,0.7629950495049505,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
405,0.5,0.4630281690140845,0.762962962962963,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
406,0.5,0.46312666207032405,0.7629310344827587,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
407,0.5,0.4632128434945336,0.7628992628992629,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
408,0.5,0.46328671328671334,0.7628676470588235,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
409,0.5,0.46338383838383845,0.7628361858190709,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
410,0.5,0.46346882284382285,0.7628048780487805,20.999999999999996,8.0,0.5,4,FD-NoF Transitiva,0.75,0.95,0.05,1
