Passo,Nível_de_Compartilhamento,Justiça,Satisfação,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
241,0.5,1.0000514403292182,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
242,0.5,1.0000514403292182,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
243,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
244,0.5,1.000050185687042,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
245,0.5,1.000050185687042,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
246,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
247,0.5,1.0000489763933784,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
248,0.5,1.0000489763933784,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
249,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
250,0.5,1.0000478102887742,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
251,0.5,1.0000478102887742,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
252,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
253,0.5,1.000046685340803,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
254,0.5,1.000046685340803,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
255,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
256,0.5,1.000045599635203,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
257,0.5,1.000045599635203,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
258,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
259,0.5,1.000044551367727,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
260,0.5,1.000044551367727,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
261,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
262,0.5,1.0000435388366424,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
263,0.5,1.0000435388366424,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
264,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
265,0.5,1.000042560435819,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
266,0.5,1.000042560435819,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
267,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
268,0.5,1.0000416146483564,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
269,0.5,1.0000416146483564,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
270,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
271,0.5,1.0000407000407001,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
272,0.5,1.0000407000407001,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
273,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
274,0.5,1.0000398152572065,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
275,0.5,1.0000398152572065,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
276,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
277,0.5,1.0000389590151162,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
278,0.5,1.0000389590151162,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
279,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
280,0.5,1.0000381300999008,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
281,0.5,1.0000381300999008,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
282,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
283,0.5,1.0000373273609557,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
284,0.5,1.0000373273609555,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
285,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
286,0.5,1.0000365497076025,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
287,0.5,1.0000365497076025,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
288,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
289,0.5,1.0000357961053838,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
290,0.5,1.0000357961053838,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
291,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
292,0.5,1.000035065572621,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
293,0.5,1.000035065572621,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
294,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
295,0.5,1.0000343571772143,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
296,0.5,1.0000343571772143,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
297,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
298,0.5,1.00003367003367,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
299,0.5,1.0000336700336703,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
300,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
301,0.5,1.00003300330033,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
302,0.5,1.00003300330033,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
303,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
304,0.5,1.000032356176794,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
305,0.5,1.000032356176794,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
306,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
307,0.5,1.0000317279015165,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
308,0.5,1.0000317279015165,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
309,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
310,0.5,1.0000311177495644,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
311,0.5,1.0000311177495644,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
312,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
313,0.5,1.000030525030525,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
314,0.5,1.000030525030525,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
315,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
316,0.5,1.0000299490865527,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
317,0.5,1.0000299490865527,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
318,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
319,0.5,1.0000293892905425,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
320,0.5,1.0000293892905425,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
321,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
322,0.5,1.0000288450444212,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
323,0.5,1.0000288450444212,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
324,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
325,0.5,1.0000283157775514,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
326,0.5,1.0000283157775514,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
327,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
328,0.5,1.0000278009452321,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
329,0.5,1.0000278009452321,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
330,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
331,0.5,1.0000273000273,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
332,0.5,1.0000273000273,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
333,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
334,0.5,1.0000268125268124,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
335,0.5,1.0000268125268124,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
336,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
337,0.5,1.000026337968816,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
338,0.5,1.0000263379688157,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
339,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
340,0.5,1.0000258758991876,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
341,0.5,1.0000258758991876,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
342,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
343,0.5,1.0000254258835495,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
344,0.5,1.0000254258835495,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
345,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
346,0.5,1.000024987506247,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
347,0.5,1.000024987506247,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
348,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
349,0.5,1.000024560369388,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
350,0.5,1.000024560369388,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
351,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
352,0.5,1.0000241440919406,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
353,0.5,1.0000241440919406,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
354,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
355,0.5,1.0000237383088828,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
356,0.5,1.0000237383088828,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
357,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
358,0.5,1.0000233426704015,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
359,0.5,1.0000233426704015,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
360,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
361,0.5,1.0000229568411385,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
362,0.5,1.0000229568411385,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
363,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
364,0.5,1.0000225804994807,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
365,0.5,1.0000225804994807,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
366,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
367,0.5,1.0000222133368875,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
368,0.5,1.0000222133368875,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
369,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
370,0.5,1.0000218550572602,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
371,0.5,1.0000218550572602,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
372,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
373,0.5,1.000021505376344,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
374,0.5,1.000021505376344,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
375,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
376,0.5,1.000021164021164,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
377,0.5,1.000021164021164,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
378,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
379,0.5,1.0000208307294922,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
380,0.5,1.0000208307294922,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
381,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
382,0.5,1.0000205052493438,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
383,0.5,1.0000205052493438,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
384,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
385,0.5,1.0000201873385013,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
386,0.5,1.0000201873385013,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
387,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
388,0.5,1.000019876764063,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
389,0.5,1.000019876764063,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
390,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
391,0.5,1.000019573302016,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
392,0.5,1.000019573302016,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
393,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
394,0.5,1.000019276736834,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
395,0.5,1.000019276736834,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
396,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
397,0.5,1.000018986861092,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
398,0.5,1.0000189868610923,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
399,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
400,0.5,1.0000187034751058,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
401,0.5,1.0000187034751056,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
402,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
403,0.5,1.0000184263865857,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
404,0.5,1.0000184263865857,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
405,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
406,0.5,1.0000181554103122,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
407,0.5,1.0000181554103122,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
408,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
409,0.5,1.000017890367826,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
410,0.5,1.000017890367826,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
411,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
412,0.5,1.0000176310871327,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
413,0.5,1.000017631087133,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
414,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
415,0.5,1.000017377402426,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
416,0.5,1.000017377402426,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
417,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
418,0.5,1.0000171291538198,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
419,0.5,1.0000171291538198,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
420,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
421,0.5,1.000016886187099,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
422,0.5,1.000016886187099,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
423,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
424,0.5,1.0000166483534778,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
425,0.5,1.0000166483534778,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
426,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
427,0.5,1.0000164155093734,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
428,0.5,1.0000164155093734,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
429,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
430,0.5,1.0000161875161877,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
431,0.5,1.0000161875161877,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
432,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
433,0.5,1.000015964240102,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
434,0.5,1.0000159642401023,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
435,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
436,0.5,1.0000157455518817,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
437,0.5,1.0000157455518817,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
438,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
439,0.5,1.0000155313266859,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
440,0.5,1.0000155313266859,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
441,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
442,0.5,1.000015321443893,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
443,0.5,1.000015321443893,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
444,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
445,0.5,1.000015115786928,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
446,0.5,1.000015115786928,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
447,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
448,0.5,1.000014914243102,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
449,0.5,1.000014914243102,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
450,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
451,0.5,1.0000147167034583,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
452,0.5,1.0000147167034585,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
453,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
454,0.5,1.0000145230626234,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
455,0.5,1.0000145230626234,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
456,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
457,0.5,1.0000143332186677,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
458,0.5,1.0000143332186677,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
459,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
460,0.5,1.0000141470729706,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
461,0.5,1.0000141470729706,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
462,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
463,0.5,1.0000139645300936,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
464,0.5,1.0000139645300936,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
465,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
466,0.5,1.0000137854976565,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
467,0.5,1.0000137854976565,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
468,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
469,0.5,1.0000136098862213,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
470,0.5,1.0000136098862213,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
471,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
472,0.5,1.0000134376091807,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
473,0.5,1.0000134376091807,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
474,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
475,0.5,1.0000132685826502,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
476,0.5,1.0000132685826502,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
477,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
478,0.5,1.000013102725367,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
479,0.5,1.0000131027253667,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
480,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
481,0.5,1.0000129399585922,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
482,0.5,1.0000129399585922,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
483,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
