Passo,Nível_de_Compartilhamento,Justiça,Satisfação,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
484,0.5,1.0000127802060168,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
485,0.5,1.0000127802060168,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
486,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
487,0.5,1.0000126233936733,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
488,0.5,1.0000126233936733,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
489,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
490,0.5,1.0000124694498478,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
491,0.5,1.0000124694498478,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
492,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
493,0.5,1.0000123183050011,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
494,0.5,1.0000123183050011,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
495,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
496,0.5,1.000012169891688,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
497,0.5,1.000012169891688,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
498,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
499,0.5,1.000012024144482,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
500,0.5,1.000012024144482,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
501,0.5,1.0,1.0,0.0,6.0,0.5,3,FD-NoF Transitiva,0.75,0.95,0.05,1
