1#163989.79837226204
10#161515.00318278422
11#163866.5603047128
12#168574.7625348718
13#163649.5117221469
14#163715.22465282725
15#165139.9062764064
16#161119.3776677146
17#162301.00646810234
18#162696.80871440936
19#168015.6668676901
2#160944.4281683115
20#165424.74129348234
21#164077.68507818962
22#162252.5745854484
23#163624.8514033433
24#163983.64040014608
25#163772.17177675324
26#163274.69105932422
27#165232.53154286367
28#166676.24546022218
29#164405.69892236113
3#162672.60566863877
30#165442.40818819596
4#164898.82181209532
5#168766.2120992659
6#165658.33166548226
7#165007.85196039983
8#163481.65320170185
9#165802.59600720747
