Step,TotalDoado,nivelCompartilhamento,fairness,satisfaction,overallBalance,capacity,kappa,numberOfPeers,NoF,tMin,tMax,delta,seed
1,2815.0000000000005,0.46916666666666673,-0.36666666666666664,-0.6666666666666666,79069.51670964585,6000.0,0.7632863340563991,60,Transitive FD-NoF,0.75,0.95,0.05,9
2,1476.0,0.246,2.7432586061121444,-0.5333333333333333,79069.51670964585,6000.0,0.4081858407079646,60,Transitive FD-NoF,0.75,0.95,0.05,9
3,3407.9999999999995,0.568,7.800555244191693,-0.43333333333333335,79069.51670964585,6000.0,0.9670828603859251,60,Transitive FD-NoF,0.75,0.95,0.05,9
4,2411.0,0.4018333333333333,8.631940181280312,-0.4,79069.51670964585,6000.0,0.6691645850679989,60,Transitive FD-NoF,0.75,0.95,0.05,9
5,792.0,0.132,8.7497742368355,-0.3333333333333333,79069.51670964585,6000.0,0.22006112809113643,60,Transitive FD-NoF,0.75,0.95,0.05,9
6,2527.0000000000014,0.4211666666666669,2.324946658415637,-0.3,79069.51670964585,6000.0,0.7224128073184677,60,Transitive FD-NoF,0.75,0.95,0.05,9
7,3261.0,0.5435,2.2711036872589663,-0.27244474447444744,79069.51670964585,6000.0,1.6455995274660367,60,Transitive FD-NoF,0.75,0.95,0.05,9
8,2050.0,0.3416666666666667,3.237438209764828,-0.2391114111411141,79069.51670964585,6000.0,0.6408252578930916,60,Transitive FD-NoF,0.75,0.95,0.05,9
9,2775.9999999999995,0.4626666666666666,2.4606398583660853,-0.17244474447444744,79069.51670964585,6000.0,0.8093294460641399,60,Transitive FD-NoF,0.75,0.95,0.05,9
10,1495.0000000000002,0.2491666666666667,2.349508098114836,-0.17244474447444744,79069.51670964585,6000.0,0.40625,60,Transitive FD-NoF,0.75,0.95,0.05,9
11,1604.9999999999995,0.2674999999999999,2.3376812023046347,-0.1391114111411141,79069.51670964585,6000.0,0.47122724603640637,60,Transitive FD-NoF,0.75,0.95,0.05,9
12,1595.0000000000018,0.26583333333333364,2.2669988011484907,-0.13911141114111414,79069.51670964585,6000.0,0.47969924812030074,60,Transitive FD-NoF,0.75,0.95,0.05,9
13,695.0,0.11583333333333333,2.344622146396405,-0.03911141114111412,79069.51670964585,6000.0,0.20617027588252743,60,Transitive FD-NoF,0.75,0.95,0.05,9
14,1670.0,0.2783333333333333,2.432944194579665,-0.005778077807780779,79069.51670964585,6000.0,0.48363741673906746,60,Transitive FD-NoF,0.75,0.95,0.05,9
15,1961.0000000000005,0.3268333333333334,2.536423229585466,-0.0057780778077807645,79069.51670964585,6000.0,0.6435838529701345,60,Transitive FD-NoF,0.75,0.95,0.05,9
16,2636.827551020408,0.43947125850340135,2.501382972916349,0.027419748230064843,79069.51670964585,6000.0,0.802158273381295,60,Transitive FD-NoF,0.75,0.95,0.05,9
17,2092.999999999999,0.34883333333333316,2.565665872004798,0.027435769041354197,79069.51670964585,6000.0,0.6795454545454546,60,Transitive FD-NoF,0.75,0.95,0.05,9
18,545.0000000000001,0.09083333333333335,2.586339850749634,0.06077067768863849,79069.51670964585,6000.0,0.1630272210589291,60,Transitive FD-NoF,0.75,0.95,0.05,9
19,2758.0000000000005,0.4596666666666667,2.7133462253414473,0.06077689097186112,79069.51670964585,6000.0,0.8201011002081475,60,Transitive FD-NoF,0.75,0.95,0.05,9
20,629.0,0.10483333333333333,2.7388181023584965,0.06078124355312138,79069.51670964585,6000.0,0.17894736842105263,60,Transitive FD-NoF,0.75,0.95,0.05,9
21,507.0,0.0845,2.7658256661593743,0.06078457832046629,79069.51670964585,6000.0,0.1424557459960663,60,Transitive FD-NoF,0.75,0.95,0.05,9
22,2447.603864734299,0.40793397745571647,2.7746632481653277,0.060749390627014024,79069.51670964585,6000.0,0.6896358543417367,60,Transitive FD-NoF,0.75,0.95,0.05,9
23,2063.708737711631,0.3439514562852718,2.711559605534357,0.0539932028783185,79069.51670964585,6000.0,0.9950693374422188,60,Transitive FD-NoF,0.75,0.95,0.05,9
24,514.0,0.08566666666666667,2.6156169990958054,0.05288033862129627,79069.51670964585,6000.0,0.2542841348811498,60,Transitive FD-NoF,0.75,0.95,0.05,9
25,1371.0000000000007,0.22850000000000012,2.554672002412627,0.08623546601104233,79069.51670964585,6000.0,0.44154589371980674,60,Transitive FD-NoF,0.75,0.95,0.05,9
26,983.0,0.16383333333333333,2.4809837569354776,0.08687311753004537,79069.51670964585,6000.0,0.3107809042048688,60,Transitive FD-NoF,0.75,0.95,0.05,9
27,1522.2876555705502,0.2537146092617584,2.4054916168677596,0.11948694607615919,79069.51670964585,6000.0,0.6003184713375797,60,Transitive FD-NoF,0.75,0.95,0.05,9
28,1943.1488095238096,0.3238581349206349,2.4810837787933195,0.11890992536058283,79069.51670964585,6000.0,0.6824364281490243,60,Transitive FD-NoF,0.75,0.95,0.05,9
29,1190.0,0.19833333333333333,2.4711215650075236,0.10833091321848477,79069.51670964585,6000.0,2.246775288526816,60,Transitive FD-NoF,0.75,0.95,0.05,9
30,994.0608465608465,0.16567680776014107,2.4737266850465707,0.10792603604859584,79069.51670964585,6000.0,0.41987577639751555,60,Transitive FD-NoF,0.75,0.95,0.05,9
31,1697.145833333333,0.2828576388888888,2.496830220113397,0.10514888048663266,79069.51670964585,6000.0,1.0800481492627143,60,Transitive FD-NoF,0.75,0.95,0.05,9
32,1805.1330455259026,0.30085550758765045,2.5113478406026766,0.13536217757527744,79069.51670964585,6000.0,0.9799932180400136,60,Transitive FD-NoF,0.75,0.95,0.05,9
33,1642.3260869565217,0.2737210144927536,2.524419196035507,0.13046170194535492,79069.51670964585,6000.0,1.0368281353682813,60,Transitive FD-NoF,0.75,0.95,0.05,9
34,987.3072764683878,0.1645512127447313,2.535839762295771,0.1635482770866006,79069.51670964585,6000.0,0.41792970009674296,60,Transitive FD-NoF,0.75,0.95,0.05,9
35,684.439393939394,0.11407323232323233,2.5395504610815163,0.1631102431021448,79069.51670964585,6000.0,0.3455617425483131,60,Transitive FD-NoF,0.75,0.95,0.05,9
36,1402.2421585529996,0.23370702642549993,2.5618089630729504,0.14981386592663432,79069.51670964585,6000.0,4.1374627360053,60,Transitive FD-NoF,0.75,0.95,0.05,9
37,594.078125,0.09901302083333334,2.5541400565185493,0.18230305835485325,79069.51670964585,6000.0,0.486905916585839,60,Transitive FD-NoF,0.75,0.95,0.05,9
38,781.8268554443764,0.13030447590739608,2.5500453241284675,0.20740697223470678,79069.51670964585,6000.0,1.2808290155440414,60,Transitive FD-NoF,0.75,0.95,0.05,9
