1#107128.4680368993
10#106206.11871207958
11#106295.61190002786
12#106738.88243107962
13#106269.73801910733
14#105759.83072340381
15#106123.25641356157
16#107412.48322462162
17#105656.03633414076
18#106717.80780732489
19#106799.01486565298
2#106758.73740188366
20#106279.71646353393
21#105112.04069695006
22#106597.0524832884
23#105845.80069984143
24#105697.50183390184
25#104779.26785409737
26#106486.97683208474
27#105553.05240221685
28#106376.2178143
29#105419.18941832772
3#106558.04193408869
30#105566.89073084458
4#107262.8607738928
5#106399.77291708304
6#105867.02695536504
7#105779.3062733253
8#107158.20464417107
9#106477.62788805588
